filepath,binary_label,transform_label,width,height,is_corrupted
data/RRDataset_original_train_val/train/ai/normal_009589.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008874.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000372.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000403.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000872.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000294.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000926.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000796.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008110.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000049.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000230.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000738.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009788.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000136.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/production_000992.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008517.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000176.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000954.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000257.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000270.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000517.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009538.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_005995.jpg,fake,original,680,1024,False
data/RRDataset_original_train_val/train/ai/production_000171.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000358.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000255.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000232.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000416.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000784.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000716.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000084.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000733.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009744.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009453.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000737.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000110.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_007526.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000542.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000426.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000631.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000031.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008471.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009410.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_008942.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_009760.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000685.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007311.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000534.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000168.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_007619.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000766.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009302.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000853.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000422.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000028.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008126.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000964.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009276.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000750.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009239.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000677.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008805.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000689.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000465.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000921.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007689.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000689.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_006202.jpg,fake,original,450,675,False
data/RRDataset_original_train_val/train/ai/normal_009537.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000512.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000914.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009349.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000285.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008554.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000292.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000641.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000280.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000773.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007458.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_006396.jpg,fake,original,764,1358,False
data/RRDataset_original_train_val/train/ai/normal_008707.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_007611.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_006155.jpg,fake,original,764,1151,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000178.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000902.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000024.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000643.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000190.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000584.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000918.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000451.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000954.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008878.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000938.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007894.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_007426.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000575.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007070.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000463.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006146.jpg,fake,original,450,579,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000007.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000273.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006336.jpg,fake,original,764,1146,False
data/RRDataset_original_train_val/train/ai/normal_008435.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000308.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/production_000480.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/production_000702.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_006864.jpg,fake,original,764,1184,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000817.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000041.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000624.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000749.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000899.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_006957.jpg,fake,original,450,675,False
data/RRDataset_original_train_val/train/ai/normal_008379.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007671.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_007097.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_007368.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_009174.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009676.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000168.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000942.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000342.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000608.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009132.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_009211.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008979.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_006672.jpg,fake,original,640,1280,False
data/RRDataset_original_train_val/train/ai/normal_009465.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_006342.jpg,fake,original,764,1062,False
data/RRDataset_original_train_val/train/ai/normal_007049.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000881.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000879.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000009.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000967.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000372.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000821.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000508.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008845.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000460.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000983.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000142.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000520.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000772.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000091.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009818.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000256.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000149.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/production_000843.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008035.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000395.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008829.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_006609.jpg,fake,original,450,655,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000051.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000018.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009603.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/production_000575.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000748.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000284.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000561.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000573.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008571.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000612.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000699.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007076.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_008045.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000177.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009409.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000106.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000670.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009080.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_007461.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_007091.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_009482.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000851.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000283.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000418.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000049.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009361.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000404.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/production_000011.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000601.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000615.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000708.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009369.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000991.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000925.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000729.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000652.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009581.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006408.jpg,fake,original,764,1273,False
data/RRDataset_original_train_val/train/ai/normal_009619.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/production_000113.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000442.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000964.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000545.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008478.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000053.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006179.jpg,fake,original,764,1058,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000411.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008814.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/production_000991.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008376.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000079.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000209.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008839.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000919.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000233.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_007501.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000641.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009727.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006010.jpg,fake,original,512,768,False
data/RRDataset_original_train_val/train/ai/normal_008614.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/production_000281.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008453.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000563.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000116.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000304.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006617.jpg,fake,original,764,1146,False
data/RRDataset_original_train_val/train/ai/normal_009663.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000013.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006796.jpg,fake,original,450,450,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000318.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_007029.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000138.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000089.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000632.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000694.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000820.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_009038.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/production_000516.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000202.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006925.jpg,fake,original,450,675,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000636.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000541.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000478.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_006921.jpg,fake,original,764,1150,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000909.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000888.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000470.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000365.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000215.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008228.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_006896.jpg,fake,original,450,675,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000591.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000167.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000839.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000256.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009122.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_006035.jpg,fake,original,764,1146,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000317.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000757.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_006011.jpg,fake,original,450,270,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000281.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008650.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000954.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007420.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Culture_&_Religion_000861.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_008618.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_009698.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/normal_008807.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000680.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000136.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008747.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000195.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000967.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000206.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000333.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_008753.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000680.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/normal_007664.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000855.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000432.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/War_&_Conflict_Scenes_000657.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/Political_&_Social_Events_000512.png,fake,original,1024,1024,False
data/RRDataset_original_train_val/train/ai/production_000408.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Natural_Disasters_&_Accidents_000482.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/normal_009381.png,fake,original,256,256,False
data/RRDataset_original_train_val/train/ai/production_000070.png,fake,original,512,512,False
data/RRDataset_original_train_val/train/ai/Medical_&_Public_Health_000828.png,fake,original,1024,1024,False
